drug_1,drug_2,context,label
6450551,439525,MDA-MB-231,1.0
6450551,439525,SW-620,1.0
6450551,439525,SNB-19,1.0
6450551,439525,SNB-75,1.0
6450551,439525,NCI-H522,1.0
6450551,439525,MDA-MB-468,1.0
6450551,439525,TK-10,1.0
6450551,439525,MOLT-4,1.0
6450551,439525,LOX IMVI,1.0
6450551,439525,NCI-H460,1.0
6450551,439525,EKVX,1.0
6450551,439525,786-0,1.0
6450551,439525,HCT-15,1.0
24776445,439525,EKVX,1.0
24776445,439525,786-0,1.0
24776445,439525,A549,1.0
24776445,439525,HOP-92,1.0
24776445,439525,HOP-62,1.0
24776445,439525,IGROV1,1.0
24776445,439525,HCT-15,1.0
24776445,439525,K-562,1.0
24776445,439525,NCI-H460,1.0
24776445,439525,UACC62,1.0
24776445,439525,MDA-MB-468,1.0
24776445,439525,BT-549,1.0
24776445,439525,TK-10,1.0
24776445,439525,SN12C,1.0
24776445,439525,MDA-MB-231,1.0
11626560,439525,KM12,1.0
11626560,439525,LOX IMVI,1.0
11626560,439525,MOLT-4,1.0
11626560,439525,NCI-H460,1.0
11626560,439525,OVCAR-8,1.0
11626560,439525,786-0,1.0
11626560,439525,A549,1.0
11626560,439525,EKVX,1.0
11626560,439525,HCC-2998,1.0
11626560,439525,HCT-15,1.0
11626560,439525,SK-MEL-2,1.0
11626560,439525,SN12C,1.0
11626560,439525,CAKI-1,1.0
11626560,439525,MDA-MB-231,1.0
11626560,439525,SNB-19,1.0
11626560,439525,SNB-75,1.0
11626560,439525,SW-620,1.0
11626560,439525,MDA-MB-468,1.0
71384,3950,SR,1.0
71384,3950,TK-10,1.0
71384,3950,SN12C,1.0
71384,3950,COLO 205,1.0
71384,3950,786-0,1.0
71384,3950,HL-60(TB),1.0
71384,3950,SF-268,1.0
71384,3950,NCI-H460,1.0
9854073,439525,HL-60(TB),1.0
9854073,439525,HCT116,1.0
9854073,439525,HCT-15,1.0
9854073,439525,HOP-62,1.0
9854073,439525,786-0,1.0
9854073,439525,NCI-H460,1.0
9854073,439525,OVCAR-8,1.0
9854073,439525,MOLT-4,1.0
9854073,439525,NCI-H522,1.0
9854073,439525,SNB-75,1.0
9854073,439525,SNB-19,1.0
9854073,439525,SR,1.0
9854073,439525,RXF 393,1.0
9854073,439525,SN12C,1.0
4212,24197464,PC-3,1.0
4212,24197464,SW-620,1.0
4212,24197464,NCIH23,1.0
4212,24197464,HCT116,1.0
4212,24197464,HCT-15,1.0
3081361,439525,MDA-MB-468,1.0
3081361,439525,SF-539,1.0
3081361,439525,SNB-19,1.0
3081361,439525,SW-620,1.0
3081361,439525,MDA-MB-231,1.0
3081361,439525,SN12C,1.0
3081361,439525,CAKI-1,1.0
3081361,439525,HCT-15,1.0
3081361,439525,HCC-2998,1.0
3081361,439525,HOP-92,1.0
3081361,439525,IGROV1,1.0
3081361,439525,A498,1.0
3081361,439525,786-0,1.0
3081361,439525,A549,1.0
3081361,439525,EKVX,1.0
3081361,439525,NCI-H460,1.0
3081361,439525,OVCAR-8,1.0
3081361,439525,SF-295,1.0
3081361,439525,KM12,1.0
3081361,439525,K-562,1.0
3081361,439525,LOX IMVI,1.0
3081361,439525,MOLT-4,1.0
439525,4114,HL-60(TB),1.0
3950,3367,UO-31,1.0
3950,3367,SF-295,1.0
3950,3367,IGROV1,1.0
71384,4114,CCRF-CEM,1.0
71384,4114,HT29,1.0
71384,4114,HCC-2998,1.0
71384,4114,HCT116,1.0
71384,4114,HL-60(TB),1.0
71384,4114,MOLT-4,1.0
71384,4114,NCI-ADR-RES,1.0
71384,4114,KM12,1.0
71384,4114,SW-620,1.0
71384,4114,CAKI-1,1.0
71384,4114,OVCAR3,1.0
11683,3367,786-0,1.0
439525,6252,NCI-H460,1.0
439525,6252,LOX IMVI,1.0
439525,6252,HOP-62,1.0
439525,6252,HS 578T,1.0
439525,6252,T-47D,1.0
3385,237,OVCAR-5,1.0
3385,237,PC-3,1.0
3385,237,CAKI-1,1.0
3385,237,UO-31,1.0
3385,237,HS 578T,1.0
3385,237,SK-MEL-28,1.0
3385,237,SK-OV-3,1.0
3385,237,SW-620,1.0
3385,237,TK-10,1.0
3385,237,MALME-3M,1.0
3385,237,MOLT-4,1.0
3385,237,NCI-H322M,1.0
3385,237,NCI-H226,1.0
3385,237,SF-268,1.0
3385,237,786-0,1.0
3385,237,A549,1.0
3385,237,IGROV1,1.0
135398738,3367,HS 578T,1.0
135398738,3367,786-0,1.0
135398738,3367,KM12,1.0
135398738,3367,NCI-H226,1.0
3950,148124,MALME-3M,1.0
3950,148124,ACHN,1.0
3950,148124,HT29,1.0
3950,148124,SK-OV-3,1.0
3950,148124,SR,1.0
3950,148124,M14,1.0
6194,3367,RXF 393,1.0
6194,3367,KM12,1.0
9927978,5329102,DU-145,1.0
9927978,5329102,M14,1.0
11683,148124,EKVX,1.0
11683,148124,NCI-H460,1.0
11683,148124,T-47D,1.0
2723601,237,MALME-3M,1.0
2723601,237,NCI-H460,1.0
2723601,237,OVCAR-4,1.0
2723601,237,A549,1.0
2723601,237,HCT116,1.0
2723601,237,UO-31,1.0
2708,237,NCI-H522,1.0
2708,237,MOLT-4,1.0
2708,237,MALME-3M,1.0
2708,237,A549,1.0
2708,237,IGROV1,1.0
2708,237,HCT116,1.0
9927978,237,A549,1.0
9927978,237,HCT-15,1.0
9927978,237,HL-60(TB),1.0
9927978,237,K-562,1.0
9927978,237,MALME-3M,1.0
9927978,237,MOLT-4,1.0
9927978,237,NCI-H460,1.0
9927978,237,UO-31,1.0
2123,237,NCI-H460,1.0
2123,237,IGROV1,1.0
60198,3950,NCI-H522,1.0
60198,3950,TK-10,1.0
60198,3950,SK-OV-3,1.0
60198,3950,UO-31,1.0
60198,3950,SK-MEL-5,1.0
60198,3950,PC-3,1.0
60198,3950,IGROV1,1.0
60198,3950,CCRF-CEM,1.0
60198,3950,ACHN,1.0
60198,3950,OVCAR-8,1.0
60198,3950,OVCAR-4,1.0
60198,3950,LOX IMVI,1.0
2123,3367,RXF 393,1.0
2123,3367,KM12,1.0
2123,3367,786-0,1.0
3085106,148124,ACHN,1.0
3950,9927978,MDA-MB-231,1.0
3950,9927978,OVCAR3,1.0
3950,9927978,OVCAR-5,1.0
3950,9927978,RXF 393,1.0
3950,9927978,SK-MEL-2,1.0
3950,9927978,MDA-MB-468,1.0
3950,9927978,TK-10,1.0
3950,9927978,MDA-MB-435,1.0
3950,9927978,M14,1.0
3950,9927978,NCI-H522,1.0
3950,9927978,SR,1.0
3950,9927978,UACC-257,1.0
3950,9927978,OVCAR-4,1.0
3950,9927978,NCI-H460,1.0
3950,9927978,OVCAR-8,1.0
3950,9927978,SF-268,1.0
3950,9927978,K-562,1.0
3950,9927978,MALME-3M,1.0
3950,9927978,LOX IMVI,1.0
3950,9927978,MOLT-4,1.0
3950,9927978,HL-60(TB),1.0
3950,9927978,IGROV1,1.0
3950,9927978,786-0,1.0
3950,9927978,ACHN,1.0
3950,9927978,CCRF-CEM,1.0
3950,9927978,EKVX,1.0
3950,9927978,DU-145,1.0
2723601,3367,ACHN,1.0
2723601,3367,SR,1.0
2708,3367,NCI-H226,1.0
2708,3367,IGROV1,1.0
6194,237,NCI-H522,1.0
6194,237,SF-539,1.0
6194,237,NCI-H460,1.0
6194,237,OVCAR-4,1.0
6194,237,RPMI-8226,1.0
6194,237,MALME-3M,1.0
6194,237,MOLT-4,1.0
6194,237,HCT-15,1.0
6194,237,HCT116,1.0
6194,237,IGROV1,1.0
4212,16886,OVCAR3,1.0
4212,16886,SK-MEL-28,1.0
4212,16886,SK-MEL-2,1.0
4212,16886,BT-549,1.0
4212,16886,SW-620,1.0
4212,16886,U251,1.0
4212,16886,OVCAR-8,1.0
4212,16886,RPMI-8226,1.0
4212,16886,MCF7,1.0
4212,16886,NCIH23,1.0
4212,16886,HCT116,1.0
4212,16886,HOP-62,1.0
3385,3367,CAKI-1,1.0
3385,3367,MDA-MB-435,1.0
3385,3367,M14,1.0
3385,3367,SK-OV-3,1.0
3385,3367,NCI-H322M,1.0
3385,3367,NCI-H226,1.0
3385,3367,MCF7,1.0
3385,3367,MALME-3M,1.0
3385,3367,IGROV1,1.0
3385,3367,ACHN,1.0
2123,5329102,RXF 393,1.0
2123,5329102,SK-MEL-5,1.0
2123,5329102,MDA-MB-231,1.0
2123,5329102,A549,1.0
2123,5329102,COLO 205,1.0
2123,5329102,HOP-62,1.0
2123,5329102,NCIH23,1.0
2123,5329102,NCI-H460,1.0
2123,5329102,SF-268,1.0
135398738,237,HCT-15,1.0
135398738,237,IGROV1,1.0
135398738,237,A549,1.0
135398738,237,NCI-H460,1.0
135398738,237,OVCAR-4,1.0
135398738,237,MOLT-4,1.0
3085106,237,RPMI-8226,1.0
3085106,237,NCI-H460,1.0
3085106,237,MOLT-4,1.0
3085106,237,MALME-3M,1.0
3085106,237,K-562,1.0
3085106,237,HT29,1.0
3085106,237,HCT116,1.0
3085106,237,HCT-15,1.0
3085106,237,A549,1.0
3085106,237,NCI-H522,1.0
3085106,237,SR,1.0
135410875,5426,HL-60(TB),1.0
135410875,5426,SW-620,1.0
452548,2733525,HOP-92,1.0
9927978,148124,SK-OV-3,1.0
3950,2733525,786-0,1.0
3950,2733525,HL-60(TB),1.0
3950,2733525,MOLT-4,1.0
3950,2733525,M14,1.0
2708,4114,CAKI-1,1.0
2708,4114,KM12,1.0
2723601,148124,M14,1.0
2723601,148124,ACHN,1.0
2123,4114,SNB-75,1.0
2123,4114,U251,1.0
2123,4114,CAKI-1,1.0
2123,4114,CCRF-CEM,1.0
2123,4114,HOP-92,1.0
2123,4114,IGROV1,1.0
2123,4114,KM12,1.0
2123,4114,NCI-ADR-RES,1.0
2123,4114,NCI-H322M,1.0
2123,4114,NCI-H226,1.0
11683,237,NCI-H460,1.0
11683,237,A549,1.0
11683,237,IGROV1,1.0
11683,2733525,SF-268,1.0
11683,2733525,MOLT-4,1.0
11683,2733525,MALME-3M,1.0
9927978,4114,KM12,1.0
9927978,4114,NCI-H322M,1.0
9927978,4114,CCRF-CEM,1.0
2723601,5329102,NCI-H322M,1.0
3950,237,NCI-H522,1.0
3950,237,OVCAR-4,1.0
3950,237,NCI-H460,1.0
3950,237,RPMI-8226,1.0
3950,237,SF-268,1.0
3950,237,K-562,1.0
3950,237,MALME-3M,1.0
3950,237,MOLT-4,1.0
3950,237,HCT-15,1.0
3950,237,IGROV1,1.0
3950,237,A549,1.0
3385,148124,ACHN,1.0
3385,148124,MALME-3M,1.0
3385,148124,SK-OV-3,1.0
3385,4114,SNB-75,1.0
3385,4114,SK-OV-3,1.0
3385,4114,TK-10,1.0
3385,4114,PC-3,1.0
3385,4114,CAKI-1,1.0
3385,4114,SK-MEL-28,1.0
3385,4114,IGROV1,1.0
3385,4114,MOLT-4,1.0
3385,4114,MCF7,1.0
3385,4114,NCI-H322M,1.0
3385,4114,NCI-H226,1.0
3385,4114,SF-268,1.0
452548,237,A549,1.0
452548,237,COLO 205,1.0
452548,237,HCT116,1.0
452548,237,HCT-15,1.0
452548,237,HT29,1.0
452548,237,MALME-3M,1.0
452548,237,K-562,1.0
452548,237,MOLT-4,1.0
452548,237,NCI-H460,1.0
452548,237,RPMI-8226,1.0
452548,237,OVCAR-8,1.0
452548,237,SNB-19,1.0
452548,237,SW-620,1.0
452548,237,SR,1.0
452548,237,PC-3,1.0
452548,237,SK-MEL-28,1.0
135398738,148124,OVCAR-5,1.0
135398738,148124,SK-OV-3,1.0
3085106,2733525,NCIH23,1.0
3085106,2733525,K-562,1.0
3085106,2733525,CCRF-CEM,1.0
3085106,2733525,HOP-92,1.0
3085106,2733525,HL-60(TB),1.0
3085106,2733525,CAKI-1,1.0
3085106,2733525,SK-OV-3,1.0
135398738,2733525,MALME-3M,1.0
135398738,2733525,MOLT-4,1.0
135398738,2733525,SF-268,1.0
135398738,2733525,CCRF-CEM,1.0
135398738,2733525,SK-MEL-5,1.0
135398738,2733525,SK-MEL-28,1.0
6194,4114,HOP-92,1.0
6194,4114,KM12,1.0
2708,5329102,SR,1.0
2708,5329102,NCI-H226,1.0
2708,5329102,SF-295,1.0
135398738,4114,SNB-75,1.0
135398738,4114,MOLT-4,1.0
135398738,4114,NCI-ADR-RES,1.0
135398738,4114,KM12,1.0
135398738,4114,HOP-92,1.0
135398738,4114,HCC-2998,1.0
135398738,4114,HL-60(TB),1.0
6194,2733525,A549,1.0
6194,2733525,CCRF-CEM,1.0
6194,2733525,HL-60(TB),1.0
6194,2733525,HOP-92,1.0
6194,2733525,MALME-3M,1.0
6194,2733525,MOLT-4,1.0
6194,2733525,M14,1.0
2123,9927978,IGROV1,1.0
2123,9927978,EKVX,1.0
2123,9927978,NCI-H322M,1.0
2123,9927978,OVCAR-4,1.0
2123,9927978,UACC-257,1.0
2123,9927978,SK-MEL-2,1.0
11683,4114,SR,1.0
11683,4114,UACC-257,1.0
11683,4114,U251,1.0
11683,4114,SN12C,1.0
11683,4114,UO-31,1.0
11683,4114,IGROV1,1.0
11683,4114,HCC-2998,1.0
11683,4114,CCRF-CEM,1.0
11683,4114,MOLT-4,1.0
11683,4114,NCI-ADR-RES,1.0
11683,4114,KM12,1.0
11683,4114,LOX IMVI,1.0
6450551,25126798,HOP-62,1.0
6450551,25126798,HT29,1.0
6450551,25126798,NCI-H322M,1.0
6450551,25126798,OVCAR-8,1.0
6450551,25126798,RPMI-8226,1.0
6450551,25126798,KM12,1.0
6450551,25126798,MALME-3M,1.0
6450551,25126798,MDA-MB-468,1.0
6450551,25126798,TK-10,1.0
6450551,25126798,BT-549,1.0
6450551,25126798,SK-OV-3,1.0
6450551,25126798,UACC-257,1.0
6450551,25126798,OVCAR3,1.0
6450551,25126798,SK-MEL-28,1.0
6450551,25126798,SK-MEL-2,1.0
24776445,25126798,SK-MEL-2,1.0
24776445,25126798,CAKI-1,1.0
24776445,25126798,SK-MEL-28,1.0
24776445,25126798,MDA-MB-468,1.0
24776445,25126798,BT-549,1.0
24776445,25126798,MOLT-4,1.0
24776445,25126798,MCF7,1.0
24776445,25126798,MALME-3M,1.0
24776445,25126798,RPMI-8226,1.0
24776445,25126798,SF-268,1.0
24776445,25126798,CCRF-CEM,1.0
71384,3367,NCI-H322M,1.0
71384,3367,KM12,1.0
71384,3367,IGROV1,1.0
11626560,25126798,T-47D,1.0
11626560,25126798,MOLT-4,1.0
11626560,25126798,NCI-H322M,1.0
2123,2733525,786-0,1.0
2123,2733525,SK-MEL-2,1.0
9854073,25126798,TK-10,1.0
9854073,25126798,SW-620,1.0
9854073,25126798,NCI-H226,1.0
9854073,25126798,NCIH23,1.0
9854073,25126798,NCI-ADR-RES,1.0
9854073,25126798,KM12,1.0
9854073,25126798,K-562,1.0
9854073,25126798,ACHN,1.0
9854073,25126798,A549,1.0
3081361,25126798,RPMI-8226,1.0
3081361,25126798,SF-268,1.0
3081361,25126798,NCIH23,1.0
3081361,25126798,HS 578T,1.0
3081361,25126798,SK-MEL-28,1.0
3081361,25126798,CAKI-1,1.0
3081361,25126798,BT-549,1.0
3081361,25126798,MDA-MB-435,1.0
3081361,25126798,M14,1.0
9927978,2733525,CCRF-CEM,1.0
3085106,24197464,PC-3,1.0
3085106,24197464,HCT116,1.0
3085106,24197464,NCIH23,1.0
3950,4114,HCC-2998,1.0
3950,4114,IGROV1,1.0
3950,4114,NCI-H226,1.0
3950,4114,LOX IMVI,1.0
3950,4114,KM12,1.0
3950,4114,NCI-ADR-RES,1.0
439525,3950,SN12C,1.0
439525,3950,SK-MEL-2,1.0
439525,3950,SK-MEL-5,1.0
439525,3950,RXF 393,1.0
439525,3950,HS 578T,1.0
439525,3950,SR,1.0
439525,3950,UACC-257,1.0
439525,3950,SNB-19,1.0
439525,3950,MDA-MB-468,1.0
439525,3950,K-562,1.0
439525,3950,LOX IMVI,1.0
439525,3950,RPMI-8226,1.0
439525,3950,SF-268,1.0
439525,3950,NCI-H460,1.0
439525,3950,COLO 205,1.0
439525,3950,EKVX,1.0
439525,3950,ACHN,1.0
439525,3950,A549,1.0
439525,3950,HOP-62,1.0
439525,3950,HL-60(TB),1.0
2723601,2733525,HL-60(TB),1.0
2723601,2733525,EKVX,1.0
2723601,2733525,NCI-H322M,1.0
439525,237,A549,1.0
439525,237,ACHN,1.0
439525,237,HCT116,1.0
439525,237,HCT-15,1.0
439525,237,MALME-3M,1.0
439525,237,K-562,1.0
439525,237,MOLT-4,1.0
439525,237,NCI-H460,1.0
439525,237,OVCAR-8,1.0
439525,237,RPMI-8226,1.0
439525,237,SW-620,1.0
2708,2733525,A549,1.0
3950,24197464,HS 578T,1.0
3950,24197464,UACC-257,1.0
3950,24197464,MOLT-4,1.0
3950,24197464,NCIH23,1.0
3950,24197464,DU-145,1.0
3950,24197464,HL-60(TB),1.0
3950,24197464,HCT116,1.0
3085106,4114,NCI-ADR-RES,1.0
439525,3367,SF-539,1.0
24776445,123631,HCT-15,1.0
24776445,123631,HCC-2998,1.0
24776445,123631,HCT116,1.0
24776445,123631,HOP-92,1.0
24776445,123631,HOP-62,1.0
24776445,123631,IGROV1,1.0
24776445,123631,HT29,1.0
24776445,123631,A498,1.0
24776445,123631,786-0,1.0
24776445,123631,A549,1.0
24776445,123631,DU-145,1.0
24776445,123631,NCI-H322M,1.0
24776445,123631,OVCAR-8,1.0
24776445,123631,K-562,1.0
24776445,123631,MALME-3M,1.0
24776445,123631,MCF7,1.0
24776445,123631,T-47D,1.0
24776445,123631,MDA-MB-468,1.0
24776445,123631,TK-10,1.0
24776445,123631,MDA-MB-435,1.0
24776445,123631,M14,1.0
24776445,123631,UACC62,1.0
24776445,123631,NCI-H522,1.0
24776445,123631,SK-OV-3,1.0
24776445,123631,UACC-257,1.0
24776445,123631,HS 578T,1.0
24776445,123631,SK-MEL-28,1.0
24776445,123631,OVCAR3,1.0
24776445,123631,OVCAR-5,1.0
11626560,123631,SF-539,1.0
11626560,123631,SK-OV-3,1.0
11626560,123631,SNB-75,1.0
11626560,123631,SR,1.0
11626560,123631,UACC-257,1.0
11626560,123631,MDA-MB-468,1.0
11626560,123631,T-47D,1.0
11626560,123631,TK-10,1.0
11626560,123631,M14,1.0
11626560,123631,NCI-H522,1.0
11626560,123631,SK-MEL-5,1.0
11626560,123631,OVCAR-5,1.0
11626560,123631,PC-3,1.0
11626560,123631,SK-MEL-2,1.0
11626560,123631,SN12C,1.0
11626560,123631,HS 578T,1.0
11626560,123631,OVCAR3,1.0
11626560,123631,SK-MEL-28,1.0
11626560,123631,786-0,1.0
11626560,123631,A498,1.0
11626560,123631,A549,1.0
11626560,123631,DU-145,1.0
11626560,123631,EKVX,1.0
11626560,123631,HCT-15,1.0
11626560,123631,HOP-62,1.0
11626560,123631,HOP-92,1.0
11626560,123631,IGROV1,1.0
11626560,123631,K-562,1.0
11626560,123631,KM12,1.0
11626560,123631,MALME-3M,1.0
11626560,123631,NCIH23,1.0
11626560,123631,NCI-H322M,1.0
11626560,123631,NCI-H460,1.0
11626560,123631,OVCAR-8,1.0
11626560,123631,RPMI-8226,1.0
11626560,123631,SF-268,1.0
6450551,123631,SK-MEL-28,1.0
6450551,123631,CAKI-1,1.0
6450551,123631,M14,1.0
6450551,123631,NCI-H522,1.0
6450551,123631,MDA-MB-468,1.0
6450551,123631,T-47D,1.0
6450551,123631,TK-10,1.0
6450551,123631,SR,1.0
6450551,123631,UACC-257,1.0
6450551,123631,SK-OV-3,1.0
6450551,123631,OVCAR-8,1.0
6450551,123631,RPMI-8226,1.0
6450551,123631,MCF7,1.0
6450551,123631,MOLT-4,1.0
6450551,123631,MALME-3M,1.0
6450551,123631,HOP-62,1.0
6450551,123631,HOP-92,1.0
6450551,123631,HT29,1.0
6450551,123631,IGROV1,1.0
6450551,123631,EKVX,1.0
6450551,123631,786-0,1.0
6450551,123631,A498,1.0
6450551,123631,A549,1.0
135410875,5291,MALME-3M,1.0
135410875,5291,NCI-H322M,1.0
135410875,5291,NCI-H226,1.0
135410875,5291,T-47D,1.0
135410875,5291,SK-MEL-28,1.0
25136944,4211,HCT-15,1.0
25136944,4211,COLO 205,1.0
25136944,4211,NCI-H522,1.0
11683,24197464,PC-3,1.0
11683,24197464,UACC-257,1.0
11683,24197464,DU-145,1.0
3081361,123631,SR,1.0
3081361,123631,UACC-257,1.0
3081361,123631,SK-OV-3,1.0
3081361,123631,SF-539,1.0
3081361,123631,MDA-MB-435,1.0
3081361,123631,M14,1.0
3081361,123631,UACC62,1.0
3081361,123631,NCI-H522,1.0
3081361,123631,MDA-MB-468,1.0
3081361,123631,TK-10,1.0
3081361,123631,SK-MEL-2,1.0
3081361,123631,CAKI-1,1.0
3081361,123631,OVCAR-5,1.0
3081361,123631,SK-MEL-5,1.0
3081361,123631,HS 578T,1.0
3081361,123631,SK-MEL-28,1.0
3081361,123631,OVCAR3,1.0
3081361,123631,786-0,1.0
3081361,123631,A549,1.0
3081361,123631,HOP-92,1.0
3081361,123631,HOP-62,1.0
3081361,123631,IGROV1,1.0
3081361,123631,HCT-15,1.0
3081361,123631,HCC-2998,1.0
3081361,123631,HL-60(TB),1.0
3081361,123631,MOLT-4,1.0
3081361,123631,MCF7,1.0
3081361,123631,NCIH23,1.0
3081361,123631,K-562,1.0
3081361,123631,MALME-3M,1.0
3081361,123631,RPMI-8226,1.0
9854073,123631,A549,1.0
9854073,123631,A498,1.0
9854073,123631,786-0,1.0
9854073,123631,EKVX,1.0
9854073,123631,DU-145,1.0
9854073,123631,HL-60(TB),1.0
9854073,123631,HCT116,1.0
9854073,123631,HCT-15,1.0
9854073,123631,HCC-2998,1.0
9854073,123631,IGROV1,1.0
9854073,123631,HT29,1.0
9854073,123631,HOP-92,1.0
9854073,123631,HOP-62,1.0
9854073,123631,MALME-3M,1.0
9854073,123631,KM12,1.0
9854073,123631,K-562,1.0
9854073,123631,NCIH23,1.0
9854073,123631,NCI-ADR-RES,1.0
9854073,123631,MOLT-4,1.0
9854073,123631,MCF7,1.0
9854073,123631,NCI-H460,1.0
9854073,123631,NCI-H322M,1.0
9854073,123631,NCI-H226,1.0
9854073,123631,SF-268,1.0
9854073,123631,RPMI-8226,1.0
9854073,123631,OVCAR-8,1.0
9854073,123631,SNB-75,1.0
9854073,123631,SNB-19,1.0
9854073,123631,SK-OV-3,1.0
9854073,123631,UACC-257,1.0
9854073,123631,SR,1.0
9854073,123631,TK-10,1.0
9854073,123631,T-47D,1.0
9854073,123631,MDA-MB-468,1.0
9854073,123631,NCI-H522,1.0
9854073,123631,MDA-MB-435,1.0
9854073,123631,RXF 393,1.0
9854073,123631,PC-3,1.0
9854073,123631,OVCAR-5,1.0
9854073,123631,SK-MEL-5,1.0
9854073,123631,UO-31,1.0
9854073,123631,SN12C,1.0
9854073,123631,SK-MEL-28,1.0
9854073,123631,MDA-MB-231,1.0
9854073,123631,HS 578T,1.0
25126798,123631,K-562,1.0
25126798,123631,NCIH23,1.0
25126798,123631,SF-268,1.0
25126798,123631,A549,1.0
25126798,123631,786-0,1.0
25126798,123631,A498,1.0
25126798,123631,CCRF-CEM,1.0
25126798,123631,IGROV1,1.0
25126798,123631,SK-MEL-28,1.0
25126798,123631,HS 578T,1.0
25126798,123631,SK-OV-3,1.0
25126798,123631,UACC-257,1.0
25126798,123631,TK-10,1.0
25126798,123631,MDA-MB-468,1.0
25126798,123631,NCI-H522,1.0
25126798,123631,M14,1.0
25126798,123631,MDA-MB-435,1.0
3385,2733525,IGROV1,1.0
3385,2733525,786-0,1.0
3385,2733525,NCI-H226,1.0
3385,2733525,SF-268,1.0
3385,2733525,MALME-3M,1.0
3385,2733525,MCF7,1.0
3385,2733525,MDA-MB-468,1.0
3385,2733525,M14,1.0
3385,2733525,SK-MEL-28,1.0
3385,2733525,CAKI-1,1.0
132971,25126798,EKVX,1.0
132971,25126798,NCI-H322M,1.0
132971,25126798,LOX IMVI,1.0
132971,25126798,BT-549,1.0
132971,25126798,SK-MEL-2,1.0
132971,25126798,CAKI-1,1.0
452548,24197464,HCT116,1.0
452548,24197464,NCI-H460,1.0
452548,24197464,NCIH23,1.0
452548,24197464,SW-620,1.0
71384,237,MOLT-4,1.0
71384,237,NCI-H460,1.0
71384,237,A549,1.0
71384,237,HL-60(TB),1.0
71384,237,SW-620,1.0
71384,237,BT-549,1.0
60198,5291,M14,1.0
60198,5291,BT-549,1.0
60198,5291,UACC-257,1.0
60198,5291,SR,1.0
60198,5291,SK-OV-3,1.0
60198,5291,SK-MEL-28,1.0
60198,5291,OVCAR-5,1.0
60198,5291,HL-60(TB),1.0
60198,5291,A549,1.0
60198,5291,786-0,1.0
60198,5291,SF-295,1.0
60198,5291,SF-268,1.0
60198,5291,NCI-H226,1.0
60198,5291,NCI-ADR-RES,1.0
60198,5291,MOLT-4,1.0
60198,5291,MALME-3M,1.0
60198,5291,LOX IMVI,1.0
60198,5291,K-562,1.0
42611257,25126798,OVCAR-8,1.0
42611257,25126798,OVCAR-4,1.0
42611257,25126798,NCI-H460,1.0
42611257,25126798,MOLT-4,1.0
42611257,25126798,HCT-15,1.0
42611257,25126798,HCT116,1.0
42611257,25126798,CCRF-CEM,1.0
42611257,25126798,SK-MEL-2,1.0
42611257,25126798,CAKI-1,1.0
42611257,25126798,OVCAR-5,1.0
42611257,25126798,NCI-H522,1.0
123631,5291,K-562,1.0
123631,5291,MOLT-4,1.0
123631,5291,HL-60(TB),1.0
123631,5291,CCRF-CEM,1.0
123631,5291,MDA-MB-231,1.0
123631,5291,OVCAR-5,1.0
123631,5291,UACC-257,1.0
11525740,25126798,MDA-MB-231,1.0
11525740,25126798,HS 578T,1.0
11525740,25126798,SK-MEL-28,1.0
11525740,25126798,OVCAR3,1.0
11525740,25126798,SK-MEL-2,1.0
11525740,25126798,CAKI-1,1.0
11525740,25126798,MDA-MB-435,1.0
11525740,25126798,BT-549,1.0
11525740,25126798,UACC-257,1.0
11525740,25126798,RPMI-8226,1.0
11525740,25126798,OVCAR-8,1.0
11525740,25126798,MALME-3M,1.0
11525740,25126798,HCT-15,1.0
11525740,25126798,HCT116,1.0
11525740,25126798,CCRF-CEM,1.0
11525740,25126798,EKVX,1.0
11525740,25126798,ACHN,1.0
11525740,25126798,A549,1.0
439525,16886,K-562,1.0
439525,16886,MOLT-4,1.0
439525,16886,RPMI-8226,1.0
439525,16886,COLO 205,1.0
439525,16886,DU-145,1.0
439525,16886,HL-60(TB),1.0
439525,16886,SK-MEL-2,1.0
439525,16886,U251,1.0
439525,16886,UACC-257,1.0
11525740,5291,NCI-H460,1.0
11525740,5291,OVCAR-8,1.0
11525740,5291,ACHN,1.0
11525740,5291,PC-3,1.0
11525740,5291,SN12C,1.0
11525740,5291,CAKI-1,1.0
11525740,5291,HS 578T,1.0
11525740,5291,SK-OV-3,1.0
11525740,5291,UACC-257,1.0
11525740,5291,TK-10,1.0
11525740,5291,BT-549,1.0
11525740,5291,UACC62,1.0
3385,24197464,PC-3,1.0
3385,24197464,M14,1.0
3385,24197464,SK-OV-3,1.0
3385,24197464,SW-620,1.0
3385,24197464,NCI-H322M,1.0
3385,24197464,NCI-H226,1.0
3385,24197464,SF-268,1.0
3385,24197464,MOLT-4,1.0
3385,24197464,IGROV1,1.0
3385,24197464,DU-145,1.0
11525740,123631,A498,1.0
11525740,123631,786-0,1.0
11525740,123631,A549,1.0
11525740,123631,COLO 205,1.0
11525740,123631,CCRF-CEM,1.0
11525740,123631,HCT116,1.0
11525740,123631,HOP-92,1.0
11525740,123631,HOP-62,1.0
11525740,123631,IGROV1,1.0
11525740,123631,K-562,1.0
11525740,123631,LOX IMVI,1.0
11525740,123631,MOLT-4,1.0
11525740,123631,MCF7,1.0
11525740,123631,NCIH23,1.0
11525740,123631,NCI-H226,1.0
11525740,123631,OVCAR-8,1.0
